Country,Happiness Rank,Happiness Score,Economy,Family,Health,Freedom,Generosity,Corruption,Dystopia,Job Satisfaction,Region
United States,14,6.993000031,1.546259284,1.419920564,0.7742866279999999,0.5057405229999999,0.392578781,0.135638788,2.218113422,85.3,north_america
Canada,7,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,2.187264442,90.5,north_america
